nrActors,degree,execTime,nrScenarios,tokenSize,simTime
10,2,20,1,2,0.009666919708251953
10,2,20,2,2,0.009221315383911133
10,2,20,3,2,0.002835512161254883
10,2,20,4,2,0.010459661483764648
10,2,20,5,2,0.011657953262329102
10,2,20,6,2,0.002793550491333008
10,2,20,7,2,0.004654645919799805
10,2,20,8,2,0.009363174438476562
10,2,20,9,2,0.00325775146484375
10,2,20,10,2,0.008164405822753906
