nrActors,degree,execTime,nrScenarios,tokenSize,simTime
20,2,0,2,2,0.005337715148925781
20,2,10,2,2,0.010883092880249023
20,2,20,2,2,0.01880788803100586
20,2,30,2,2,0.028373003005981445
20,2,40,2,2,0.039986610412597656
20,2,50,2,2,0.03928256034851074
20,2,60,2,2,0.04282569885253906
20,2,70,2,2,0.054979562759399414
20,2,80,2,2,0.06109809875488281
20,2,90,2,2,0.06369495391845703
20,2,100,2,2,0.07652497291564941
