s0: [2, 1, 1, 3, 2, 2, 3, 1, 1, 3]
s8: [2, 1, 1, 3, 2, 2, 2, 1, 1, 3]
s4: [2, 1, 1, 3, 2, 2, 1, 1, 1, 3]
s3: [2, 1, 1, 3, 2, 2, 3, 1, 1, 3]
s2: [2, 1, 1, 3, 2, 2, 2, 1, 1, 3]
s5: [2, 1, 1, 3, 2, 2, 1, 1, 1, 3]
s6: [2, 5, 1, 3, 2, 2, 4, 1, 1, 3]
s7: [2, 1, 1, 3, 2, 2, 3, 1, 1, 3]
s9: [2, 2, 1, 3, 2, 2, 2, 1, 1, 3]
s1: [2, 3, 1, 3, 2, 2, 1, 1, 1, 3]
