nrActors,degree,execTime,nrScenarios,tokenSize,simTime
20,2,20,2,2,0.0180513858795166
20,3,20,2,2,0.01876091957092285
20,4,20,2,2,0.019526958465576172
20,5,20,2,2,0.02033829689025879
20,6,20,2,2,0.022787094116210938
20,7,20,2,2,0.023219823837280273
20,8,20,2,2,0.02727794647216797
20,9,20,2,2,0.026272296905517578
20,10,20,2,2,0.0345916748046875
